lake_name,obs_mo,ppt_obs,ppt_cdm_z,lake_lev_obs,lake_lev_pred,usgs_obs,swims_obs,airphoto_obs,bsts_lev_pred
Long Lake,1905-01-01T06:00:00Z,24.479999542236328,0.1256695828082522,NA,334.1419237406915,NA,NA,NA,334.1207760570847
Plainfield Lake,1905-01-01T06:00:00Z,24.479999542236328,0.1256695828082522,NA,334.4376352774701,NA,NA,NA,334.5059840345767
Pleasant Lake,1905-01-01T06:00:00Z,25.3799991607666,0.11306172874682816,NA,298.5899569230233,NA,NA,NA,298.14877394680065
Long Lake,1905-02-01T06:00:00Z,28.25,-0.08594898153256589,NA,334.0151287035122,NA,NA,NA,334.33974574633896
Plainfield Lake,1905-02-01T06:00:00Z,28.25,-0.08594898153256589,NA,334.35495131277224,NA,NA,NA,334.4000068110516
Pleasant Lake,1905-02-01T06:00:00Z,30.469999313354492,-0.08057007488512255,NA,298.545592399447,NA,NA,NA,298.15254886268946
Long Lake,1905-03-01T06:00:00Z,42.79999923706055,-0.22128740939440983,NA,333.93403827061,NA,NA,NA,334.15378484870513
Plainfield Lake,1905-03-01T06:00:00Z,42.79999923706055,-0.22128740939440983,NA,334.3020716524908,NA,NA,NA,334.3666670969744
Pleasant Lake,1905-03-01T06:00:00Z,43.18000030517578,-0.20938966948103993,NA,298.5160775169001,NA,NA,NA,298.1742720112335
Long Lake,1905-04-01T06:00:00Z,31.280000686645508,-0.414213023291036,NA,333.81844344809025,NA,NA,NA,334.36749330166583
Plainfield Lake,1905-04-01T06:00:00Z,31.280000686645508,-0.414213023291036,NA,334.22669142912315,NA,NA,NA,334.3507188089852
Pleasant Lake,1905-04-01T06:00:00Z,32.22999954223633,-0.391554664115176,NA,298.4743402451935,NA,NA,NA,298.14625881958034
Long Lake,1905-05-01T06:00:00Z,151.58999633789062,0.024125373658332724,NA,334.0810817166724,NA,NA,NA,334.2361376997587
Plainfield Lake,1905-05-01T06:00:00Z,151.58999633789062,0.024125373658332724,NA,334.39795975169204,NA,NA,NA,334.5169904039238
Pleasant Lake,1905-05-01T06:00:00Z,156.39999389648437,0.05996154934876462,NA,298.5777907183161,NA,NA,NA,298.18920947697524
Long Lake,1905-06-01T06:00:00Z,213.75999450683594,0.7784027726196647,NA,334.53302047328725,NA,NA,NA,334.5845614651421
Plainfield Lake,1905-06-01T06:00:00Z,213.75999450683594,0.7784027726196647,NA,334.6926722974576,NA,NA,NA,334.6663042564195
Pleasant Lake,1905-06-01T06:00:00Z,210.75,0.7787246202988551,NA,298.7424722458794,NA,NA,NA,298.2772084529141
Long Lake,1905-07-01T06:00:00Z,100.33999633789062,0.9363984339701109,NA,334.62768639174055,NA,NA,NA,334.4567497140014
Plainfield Lake,1905-07-01T06:00:00Z,100.33999633789062,0.9363984339701109,NA,334.7544046304701,NA,NA,NA,334.63435805656036
Pleasant Lake,1905-07-01T06:00:00Z,98.75,0.9246490133662957,NA,298.7759061449351,NA,NA,NA,298.26236501254056
Long Lake,1905-08-01T06:00:00Z,138.41000366210937,1.2932183040256446,NA,334.8414813809984,NA,NA,NA,334.56100902183874
Plainfield Lake,1905-08-01T06:00:00Z,138.41000366210937,1.2932183040256446,NA,334.89382189582716,NA,NA,NA,334.74405406944436
Pleasant Lake,1905-08-01T06:00:00Z,133.6999969482422,1.247714371008297,NA,298.849926220186,NA,NA,NA,298.26266281372574
Long Lake,1905-09-01T06:00:00Z,72.94999694824219,1.3065104394919171,NA,334.8494456010369,NA,NA,NA,334.53700975831094
Plainfield Lake,1905-09-01T06:00:00Z,72.94999694824219,1.3065104394919171,NA,334.89901542156093,NA,NA,NA,334.65374180667914
Pleasant Lake,1905-09-01T06:00:00Z,68.88999938964844,1.2389003253323903,NA,298.8479067640333,NA,NA,NA,298.2761546911076
Long Lake,1905-10-01T06:00:00Z,66.12000274658203,1.2929042109977376,NA,334.8412931865587,NA,NA,NA,334.5579431826994
Plainfield Lake,1905-10-01T06:00:00Z,66.12000274658203,1.2929042109977376,NA,334.8936991728661,NA,NA,NA,334.709558374104
Pleasant Lake,1905-10-01T06:00:00Z,70.589996337890625,1.2473983035079368,NA,298.8498538034455,NA,NA,NA,298.26845891836035
Long Lake,1905-11-01T06:00:00Z,43.43000030517578,1.1574593172592342,NA,334.76013896272764,NA,NA,NA,334.5091583721381
Plainfield Lake,1905-11-01T06:00:00Z,43.43000030517578,1.1574593172592342,NA,334.84077791405656,NA,NA,NA,334.6932414219689
Pleasant Lake,1905-11-01T06:00:00Z,46.52000045776367,1.130054153896246,NA,298.8229681514279,NA,NA,NA,298.2544632332762
Long Lake,1905-12-01T06:00:00Z,32.189998626708984,0.9609695403007528,NA,334.64240860834025,NA,NA,NA,334.59838407621913
Plainfield Lake,1905-12-01T06:00:00Z,32.189998626708984,0.9609695403007528,NA,334.764005094847,NA,NA,NA,334.74486766933626
Pleasant Lake,1905-12-01T06:00:00Z,33.08000183105469,0.9418600092460865,NA,298.77984949317727,NA,NA,NA,298.24949009202436
Long Lake,1906-01-01T06:00:00Z,46.400001525878906,0.8375089717770088,NA,334.5684350067098,NA,NA,NA,334.40410112714704
Plainfield Lake,1906-01-01T06:00:00Z,46.400001525878906,0.8375089717770088,NA,334.71576637192965,NA,NA,NA,334.7119032105231
Pleasant Lake,1906-01-01T06:00:00Z,51.709999084472656,0.8472128608587725,NA,298.7581641317475,NA,NA,NA,298.29285863237857
Long Lake,1906-02-01T06:00:00Z,16.600000381469727,0.5555265675164057,NA,334.3994802198578,NA,NA,NA,334.5869329342269
Plainfield Lake,1906-02-01T06:00:00Z,16.600000381469727,0.5555265675164057,NA,334.6055897282503,NA,NA,NA,334.6084867310392
Pleasant Lake,1906-02-01T06:00:00Z,19.15999984741211,0.5840194448626275,NA,298.69786179354645,NA,NA,NA,298.2857025240007
Long Lake,1906-03-01T06:00:00Z,74.37000274658203,0.5805794598242648,NA,334.41449110711864,NA,NA,NA,334.48371120865784
Plainfield Lake,1906-03-01T06:00:00Z,74.37000274658203,0.5805794598242648,NA,334.61537843686204,NA,NA,NA,334.61708743228206
Pleasant Lake,1906-03-01T06:00:00Z,72.54000091552734,0.59692403701612,NA,298.70081846735775,NA,NA,NA,298.342323195473
Long Lake,1906-04-01T06:00:00Z,48.36000061035156,0.4646446867134628,NA,334.34502672003737,NA,NA,NA,334.7138550435893
Plainfield Lake,1906-04-01T06:00:00Z,48.36000061035156,0.4646446867134628,NA,334.57008020550404,NA,NA,NA,334.64357343004207
Pleasant Lake,1906-04-01T06:00:00Z,46.56999969482422,0.4729341602737587,NA,298.6724101599063,NA,NA,NA,298.32602079234294
Long Lake,1906-05-01T06:00:00Z,104.43000030517578,0.6437688629289529,NA,334.4523521650129,NA,NA,NA,334.4567267538327
Plainfield Lake,1906-05-01T06:00:00Z,104.43000030517578,0.6437688629289529,NA,334.6400679077119,NA,NA,NA,334.695069343133
Pleasant Lake,1906-05-01T06:00:00Z,108.38999938964844,0.6655297276418233,NA,298.71653726314514,NA,NA,NA,298.3261513337418
Long Lake,1906-06-01T06:00:00Z,135.0500030517578,0.9827848235240862,NA,334.65547962437324,NA,NA,NA,334.6708801830291
Plainfield Lake,1906-06-01T06:00:00Z,135.0500030517578,0.9827848235240862,NA,334.7725287993411,NA,NA,NA,334.74267933951114
Pleasant Lake,1906-06-01T06:00:00Z,135.13999938964844,0.994222719660863,NA,298.79184673049645,NA,NA,NA,298.3579829505113
Long Lake,1906-07-01T06:00:00Z,65.91999816894531,0.9597380465951397,NA,334.64167073692204,NA,NA,NA,334.4732050882544
Plainfield Lake,1906-07-01T06:00:00Z,65.91999816894531,0.9597380465951397,NA,334.76352392353573,NA,NA,NA,334.6494974601308
Pleasant Lake,1906-07-01T06:00:00Z,66.279998779296875,0.9719885594530701,NA,298.78675248509757,NA,NA,NA,298.31773022018206
Long Lake,1906-08-01T06:00:00Z,92.37000274658203,1.0729027881513329,NA,334.70947541019206,NA,NA,NA,334.4998103512469
Plainfield Lake,1906-08-01T06:00:00Z,92.37000274658203,1.0729027881513329,NA,334.80773984346234,NA,NA,NA,334.6955776983343
Pleasant Lake,1906-08-01T06:00:00Z,92.3499984741211,1.0801309398729435,NA,298.81152984654204,NA,NA,NA,298.27601713382177
Long Lake,1906-09-01T06:00:00Z,94.48999786376953,1.1984555296397739,NA,334.7847025745695,NA,NA,NA,334.50637364255226
Plainfield Lake,1906-09-01T06:00:00Z,94.48999786376953,1.1984555296397739,NA,334.85679602375205,NA,NA,NA,334.6218123533692
Pleasant Lake,1906-09-01T06:00:00Z,94.73999786376953,1.2013160661172286,NA,298.83929553528486,NA,NA,NA,298.311891349541
Long Lake,1906-10-01T06:00:00Z,78.54000091552734,1.2402937344245493,NA,334.80977068117784,NA,NA,NA,334.54858608300344
Plainfield Lake,1906-10-01T06:00:00Z,78.54000091552734,1.2402937344245493,NA,334.87314311814913,NA,NA,NA,334.70296578768796
Pleasant Lake,1906-10-01T06:00:00Z,76.36000061035156,1.228348861594524,NA,298.845489234201,NA,NA,NA,298.30569827735155
Long Lake,1906-11-01T06:00:00Z,92.05000305175781,1.3476743823914479,NA,334.8741097116108,NA,NA,NA,334.60457842970237
Plainfield Lake,1906-11-01T06:00:00Z,92.05000305175781,1.3476743823914479,NA,334.9150990672096,NA,NA,NA,334.7713598687116
Pleasant Lake,1906-11-01T06:00:00Z,90.93000030517578,1.3246479444935606,NA,298.86755308349393,NA,NA,NA,298.3273594900171
Long Lake,1906-12-01T06:00:00Z,43.09000015258789,1.1917052210181973,NA,334.7806580067628,NA,NA,NA,334.6971806522818
Plainfield Lake,1906-12-01T06:00:00Z,43.09000015258789,1.1917052210181973,NA,334.8541585317083,NA,NA,NA,334.81048912346745
Pleasant Lake,1906-12-01T06:00:00Z,42.099998474121094,1.1654502375456348,NA,298.83107802985757,NA,NA,NA,298.32817813856843
Long Lake,1907-01-01T06:00:00Z,55.15999984741211,1.0963612550015727,NA,334.72353096900235,NA,NA,NA,334.52076153223237
Plainfield Lake,1907-01-01T06:00:00Z,55.15999984741211,1.0963612550015727,NA,334.8169055754526,NA,NA,NA,334.7952037599274
Pleasant Lake,1907-01-01T06:00:00Z,55.81999969482422,1.0736855529106195,NA,298.81005309263855,NA,NA,NA,298.36694771463175
Long Lake,1907-02-01T06:00:00Z,9.079999923706055,0.7582272523206807,NA,334.5209319504566,NA,NA,NA,334.6760175771858
Plainfield Lake,1907-02-01T06:00:00Z,9.079999923706055,0.7582272523206807,NA,334.6847892839169,NA,NA,NA,334.6830576097655
Pleasant Lake,1907-02-01T06:00:00Z,9.569999694824219,0.7445236652716067,NA,298.73463619288,NA,NA,NA,298.3546544077638
Long Lake,1907-03-01T06:00:00Z,42.060001373291016,0.5947207619808016,NA,334.422964120525,NA,NA,NA,334.5060258687375
Plainfield Lake,1907-03-01T06:00:00Z,42.060001373291016,0.5947207619808016,NA,334.6209037504466,NA,NA,NA,334.64767987080876
Pleasant Lake,1907-03-01T06:00:00Z,42.90999984741211,0.5873120830108133,NA,298.6986161960775,NA,NA,NA,298.38225820895303
Long Lake,1907-04-01T06:00:00Z,69.16999816894531,0.572850501113602,NA,334.40986016365616,NA,NA,NA,334.76729635263524
Plainfield Lake,1907-04-01T06:00:00Z,69.16999816894531,0.572850501113602,NA,334.6123585649941,NA,NA,NA,334.6932895492524
Pleasant Lake,1907-04-01T06:00:00Z,70.9800033569336,0.5723929040454606,NA,298.6951979442483,NA,NA,NA,298.3784073700614
Long Lake,1907-05-01T06:00:00Z,70.48999786376953,0.5692588317988354,NA,334.40770815092645,NA,NA,NA,334.50543081077876
Plainfield Lake,1907-05-01T06:00:00Z,70.48999786376953,0.5692588317988354,NA,334.6109552218623,NA,NA,NA,334.70523005191694
Pleasant Lake,1907-05-01T06:00:00Z,71.94999694824219,0.573588015538263,NA,298.69547176575395,NA,NA,NA,298.3455153490076
Long Lake,1907-06-01T06:00:00Z,98.33000183105469,0.7136092382178952,NA,334.49419827151564,NA,NA,NA,334.61914190211405
Plainfield Lake,1907-06-01T06:00:00Z,98.33000183105469,0.7136092382178952,NA,334.6673560577042,NA,NA,NA,334.7038728138369
Pleasant Lake,1907-06-01T06:00:00Z,98.44000244140625,0.7117035234860706,NA,298.72711650899174,NA,NA,NA,298.3471685170773
Long Lake,1907-07-01T06:00:00Z,141.33999633789062,1.0893358464504341,NA,334.71932157016624,NA,NA,NA,334.5668077144666
Plainfield Lake,1907-07-01T06:00:00Z,141.33999633789062,1.0893358464504341,NA,334.81416059589736,NA,NA,NA,334.72281334570226
Pleasant Lake,1907-07-01T06:00:00Z,185.32000732421875,1.3003215139901452,NA,298.86197946139595,NA,NA,NA,298.4040137407368
Long Lake,1907-08-01T06:00:00Z,121.94000244140625,1.3551513685267977,NA,334.8785896812107,NA,NA,NA,334.6378888669626
Plainfield Lake,1907-08-01T06:00:00Z,121.94000244140625,1.3551513685267977,NA,334.91802048792516,NA,NA,NA,334.8090919276125
Pleasant Lake,1907-08-01T06:00:00Z,125.44999694824219,1.5711044784604005,NA,298.9240207014504,NA,NA,NA,298.3912257027513
Long Lake,1907-09-01T06:00:00Z,85.13999938964844,1.424686499293938,NA,334.9202528950141,NA,NA,NA,334.64369108460346
Plainfield Lake,1907-09-01T06:00:00Z,85.13999938964844,1.424686499293938,NA,334.9451893722597,NA,NA,NA,334.71619524478234
Pleasant Lake,1907-09-01T06:00:00Z,88.19999694824219,1.6484594339110277,NA,298.9417441109341,NA,NA,NA,298.4226360757792
Long Lake,1907-10-01T06:00:00Z,16.90999984741211,1.1331358013898196,NA,334.74556509436877,NA,NA,NA,334.5566978914446
Plainfield Lake,1907-10-01T06:00:00Z,16.90999984741211,1.1331358013898196,NA,334.83127418864507,NA,NA,NA,334.7045905741337
Pleasant Lake,1907-10-01T06:00:00Z,17.530000686645508,1.3618548731716718,NA,298.87607785904004,NA,NA,NA,298.36963809376806
Long Lake,1907-11-01T06:00:00Z,28.350000381469727,0.9048215308004224,NA,334.6087665270119,NA,NA,NA,334.50054757700036
Plainfield Lake,1907-11-01T06:00:00Z,28.350000381469727,0.9048215308004224,NA,334.74206684925946,NA,NA,NA,334.6556447640246
Pleasant Lake,1907-11-01T06:00:00Z,29.81999969482422,1.1408440055212818,NA,298.82544030020625,NA,NA,NA,298.33254968026165
Long Lake,1907-12-01T06:00:00Z,37.20000076293945,0.7254986109709785,NA,334.50132200125535,NA,NA,NA,334.5829487598552
