lake_name,obs_mo,ppt_obs,ppt_cdm_z,lake_lev_obs,lake_lev_pred,usgs_obs,swims_obs,airphoto_obs
Lake Huron,1906-01-01,47.7400016784668,0.7999775831658291,NA,331.20849087304623,NA,NA,NA
Long Lake,1906-01-01,46.400001525878906,0.8375089717770088,NA,334.5684350067098,NA,NA,NA
Plainfield Lake,1906-01-01,46.400001525878906,0.8375089717770088,NA,334.71576637192965,NA,NA,NA
Devils Lake,1906-01-01,59.040000915527344,0.2747145757161339,NA,293.5180841134806,NA,NA,NA
Anvil Lake,1906-02-01,13.119999885559082,0.6220323479422375,NA,544.4782904056882,NA,NA,NA
Lake Huron,1906-02-01,16.690000534057617,0.51986415397513,NA,330.91033846648077,NA,NA,NA
Long Lake,1906-02-01,16.600000381469727,0.5555265675164057,NA,334.3994802198578,NA,NA,NA
Plainfield Lake,1906-02-01,16.600000381469727,0.5555265675164057,NA,334.6055897282503,NA,NA,NA
Devils Lake,1906-02-01,22.850000381469727,0.06497042224355393,NA,293.38364666726,NA,NA,NA
Anvil Lake,1906-03-01,65.16999816894531,0.6013268814938451,NA,544.4714878468958,NA,NA,NA
Lake Huron,1906-03-01,73.58000183105469,0.5420037921225336,NA,330.9339038714426,NA,NA,NA
Long Lake,1906-03-01,74.37000274658203,0.5805794598242648,NA,334.41449110711864,NA,NA,NA
Plainfield Lake,1906-03-01,74.37000274658203,0.5805794598242648,NA,334.61537843686204,NA,NA,NA
Devils Lake,1906-03-01,64.87999725341797,0.041803249903579726,NA,293.3687974548554,NA,NA,NA
Anvil Lake,1906-04-01,40.4900016784668,0.43273874890934744,NA,544.416100025208,NA,NA,NA
Lake Huron,1906-04-01,47.459999084472656,0.42271173141570123,NA,330.806929541484,NA,NA,NA
Long Lake,1906-04-01,48.36000061035156,0.4646446867134628,NA,334.34502672003737,NA,NA,NA
Plainfield Lake,1906-04-01,48.36000061035156,0.4646446867134628,NA,334.57008020550404,NA,NA,NA
Devils Lake,1906-04-01,36.86000061035156,-0.10686014692047814,NA,293.2735102819611,NA,NA,NA
Anvil Lake,1906-05-01,93.839996337890625,0.577572102103281,NA,544.4636834690613,NA,NA,NA
Lake Huron,1906-05-01,103.25,0.5969183321743934,NA,330.9923548436763,NA,NA,NA
Long Lake,1906-05-01,104.43000030517578,0.6437688629289529,NA,334.4523521650129,NA,NA,NA
Plainfield Lake,1906-05-01,104.43000030517578,0.6437688629289529,NA,334.6400679077119,NA,NA,NA
Devils Lake,1906-05-01,114.48999786376953,0.08524046805341363,NA,293.39663893974216,NA,NA,NA
Anvil Lake,1906-06-01,132.72000122070312,0.9504275060742661,NA,544.586181110585,NA,NA,NA
Lake Huron,1906-06-01,133.3699951171875,0.9284212884002173,NA,331.34520620274134,NA,NA,NA
Long Lake,1906-06-01,135.0500030517578,0.9827848235240862,NA,334.65547962437324,NA,NA,NA
Plainfield Lake,1906-06-01,135.0500030517578,0.9827848235240862,NA,334.7725287993411,NA,NA,NA
Devils Lake,1906-06-01,124.1500015258789,0.31773707471970086,NA,293.54565978031235,NA,NA,NA
Anvil Lake,1906-07-01,70.2300033569336,0.9607758036741348,NA,544.5895809327044,NA,NA,NA
Lake Huron,1906-07-01,65.48999786376953,0.9044583996024622,NA,331.3197001319187,NA,NA,NA
Long Lake,1906-07-01,65.91999816894531,0.9597380465951397,NA,334.64167073692204,NA,NA,NA
Plainfield Lake,1906-07-01,65.91999816894531,0.9597380465951397,NA,334.76352392353573,NA,NA,NA
Devils Lake,1906-07-01,60.0099983215332,0.2704919985574973,NA,293.5153776137748,NA,NA,NA
Anvil Lake,1906-08-01,110.70999908447266,1.20565307451447,NA,544.670032732038,NA,NA,NA
Lake Huron,1906-08-01,93.79000091552734,1.0263992999140654,NA,331.44949388365603,NA,NA,NA
Long Lake,1906-08-01,92.37000274658203,1.0729027881513329,NA,334.70947541019206,NA,NA,NA
Plainfield Lake,1906-08-01,92.37000274658203,1.0729027881513329,NA,334.80773984346234,NA,NA,NA
Devils Lake,1906-08-01,133.1199951171875,0.5398273118630179,NA,293.68801056252846,NA,NA,NA
Anvil Lake,1906-09-01,80.12999725341797,1.271394187606662,NA,544.6916312692166,NA,NA,NA
Lake Huron,1906-09-01,93.86000061035156,1.1498512906559815,NA,331.5808960382808,NA,NA,NA
Long Lake,1906-09-01,94.48999786376953,1.1984555296397739,NA,334.7847025745695,NA,NA,NA
Plainfield Lake,1906-09-01,94.48999786376953,1.1984555296397739,NA,334.85679602375205,NA,NA,NA
Devils Lake,1906-09-01,92.83000183105469,0.6319622280419052,NA,293.74706528531226,NA,NA,NA
Anvil Lake,1906-10-01,106.30999755859375,1.488921582154097,NA,544.7630975602106,NA,NA,NA
Lake Huron,1906-10-01,78.91999816894531,1.194886974367381,NA,331.62883196737454,NA,NA,NA
Long Lake,1906-10-01,78.54000091552734,1.2402937344245493,NA,334.80977068117784,NA,NA,NA
Plainfield Lake,1906-10-01,78.54000091552734,1.2402937344245493,NA,334.87314311814913,NA,NA,NA
Devils Lake,1906-10-01,76.91999816894531,0.6538209197552243,NA,293.7610758150124,NA,NA,NA
Anvil Lake,1906-11-01,89.80999755859375,1.6023719570745625,NA,544.8003704633514,NA,NA,NA
Lake Huron,1906-11-01,92.05000305175781,1.3034054128083405,NA,331.7443388663882,NA,NA,NA
Long Lake,1906-11-01,92.05000305175781,1.3476743823914479,NA,334.8741097116108,NA,NA,NA
Plainfield Lake,1906-11-01,92.05000305175781,1.3476743823914479,NA,334.9150990672096,NA,NA,NA
Devils Lake,1906-11-01,79.43000030517578,0.682440744467477,NA,293.77941995515596,NA,NA,NA
Anvil Lake,1906-12-01,50.470001220703125,1.479646094422953,NA,544.7600501982603,NA,NA,NA
Lake Huron,1906-12-01,43.43000030517578,1.1505456474776443,NA,331.5816351108701,NA,NA,NA
Long Lake,1906-12-01,43.09000015258789,1.1917052210181973,NA,334.7806580067628,NA,NA,NA
Plainfield Lake,1906-12-01,43.09000015258789,1.1917052210181973,NA,334.8541585317083,NA,NA,NA
Devils Lake,1906-12-01,41.470001220703125,0.5410441173262074,NA,293.6887904851929,NA,NA,NA
Anvil Lake,1907-01-01,56.34000015258789,1.3883526502830084,NA,544.7300567169411,NA,NA,NA
Lake Huron,1907-01-01,54.7599983215332,1.0543713453831216,NA,331.4792672961527,NA,NA,NA
Long Lake,1907-01-01,55.15999984741211,1.0963612550015727,NA,334.72353096900235,NA,NA,NA
Plainfield Lake,1907-01-01,55.15999984741211,1.0963612550015727,NA,334.8169055754526,NA,NA,NA
Devils Lake,1907-01-01,52.61000061035156,0.4460808668213177,NA,293.6279229154832,NA,NA,NA
Anvil Lake,1907-02-01,17.709999084472656,1.0692280073435763,NA,544.6252117403207,NA,NA,NA
Lake Huron,1907-02-01,8.649999618530273,0.7154609876904564,NA,331.11853150762596,NA,NA,NA
Long Lake,1907-02-01,9.079999923706055,0.7582272523206807,NA,334.5209319504566,NA,NA,NA
Plainfield Lake,1907-02-01,9.079999923706055,0.7582272523206807,NA,334.6847892839169,NA,NA,NA
Devils Lake,1907-02-01,7.400000095367432,0.15274007105006682,NA,293.4399034317317,NA,NA,NA
Anvil Lake,1907-03-01,40.06999969482422,0.881475874515564,NA,544.5635277920192,NA,NA,NA
Lake Huron,1907-03-01,42.43000030517578,0.5552692318466901,NA,330.94802358997714,NA,NA,NA
Long Lake,1907-03-01,42.060001373291016,0.5947207619808016,NA,334.422964120525,NA,NA,NA
Plainfield Lake,1907-03-01,42.060001373291016,0.5947207619808016,NA,334.6209037504466,NA,NA,NA
Devils Lake,1907-03-01,44.58000183105469,0.023628199328052633,NA,293.3571479888567,NA,NA,NA
Anvil Lake,1907-04-01,52.709999084472656,0.7692475789720354,NA,544.5266563899423,NA,NA,NA
Lake Huron,1907-04-01,69.83000183105469,0.5380592795852915,NA,330.9297053369093,NA,NA,NA
Long Lake,1907-04-01,69.16999816894531,0.572850501113602,NA,334.40986016365616,NA,NA,NA
Plainfield Lake,1907-04-01,69.16999816894531,0.572850501113602,NA,334.6123585649941,NA,NA,NA
Devils Lake,1907-04-01,69.36000061035156,0.0019143955533403147,NA,293.3432303264147,NA,NA,NA
Anvil Lake,1907-05-01,58.459999084472656,0.6932985701227319,NA,544.5017041581629,NA,NA,NA
Lake Huron,1907-05-01,70.41999816894531,0.535025554189956,NA,330.9264762431451,NA,NA,NA
Long Lake,1907-05-01,70.48999786376953,0.5692588317988354,NA,334.40770815092645,NA,NA,NA
Plainfield Lake,1907-05-01,70.48999786376953,0.5692588317988354,NA,334.6109552218623,NA,NA,NA
Devils Lake,1907-05-01,73.2699966430664,0.006862879047168585,NA,293.3464021024693,NA,NA,NA
Anvil Lake,1907-06-01,59.88999938964844,0.6298058602920477,NA,544.4808443097461,NA,NA,NA
Lake Huron,1907-06-01,97.87000274658203,0.6777821165060902,NA,331.0784261611856,NA,NA,NA
Long Lake,1907-06-01,98.33000183105469,0.7136092382178952,NA,334.49419827151564,NA,NA,NA
Plainfield Lake,1907-06-01,98.33000183105469,0.7136092382178952,NA,334.6673560577042,NA,NA,NA
Devils Lake,1907-06-01,91.44999694824219,0.09448838707173542,NA,293.4025664785798,NA,NA,NA
Anvil Lake,1907-07-01,86.0999984741211,0.7253647740988051,NA,544.5122391653476,NA,NA,NA
Lake Huron,1907-07-01,137.0800018310547,1.0319577019874768,NA,331.4554102403249,NA,NA,NA
Long Lake,1907-07-01,141.33999633789062,1.0893358464504341,NA,334.71932157016624,NA,NA,NA
Plainfield Lake,1907-07-01,141.33999633789062,1.0893358464504341,NA,334.81416059589736,NA,NA,NA
Devils Lake,1907-07-01,178.55999755859375,0.569356395634386,NA,293.70693750063725,NA,NA,NA
Anvil Lake,1907-08-01,64.94000244140625,0.6926825822237576,NA,544.5015017819494,NA,NA,NA
Lake Huron,1907-08-01,121.22000122070312,1.2949871004976024,NA,331.73537842460604,NA,NA,NA
Long Lake,1907-08-01,121.94000244140625,1.3551513685267977,NA,334.8785896812107,NA,NA,NA
Plainfield Lake,1907-08-01,121.94000244140625,1.3551513685267977,NA,334.91802048792516,NA,NA,NA
Devils Lake,1907-08-01,133.25,0.8370476534881843,NA,293.87851667691285,NA,NA,NA
Anvil Lake,1907-09-01,152.00999450683594,1.1691878276649348,NA,544.6580524665274,NA,NA,NA
Lake Huron,1907-09-01,86.51000213623047,1.3729662157525528,NA,331.81837930372234,NA,NA,NA
Long Lake,1907-09-01,85.13999938964844,1.424686499293938,NA,334.9202528950141,NA,NA,NA
Plainfield Lake,1907-09-01,85.13999938964844,1.424686499293938,NA,334.9451893722597,NA,NA,NA
Devils Lake,1907-09-01,107.43000030517578,0.9891537144625316,NA,293.9760104570899,NA,NA,NA
Anvil Lake,1907-10-01,25.8799991607666,0.9009226090349948,NA,544.5699168079449,NA,NA,NA
Lake Huron,1907-10-01,16.729999542236328,1.081822871853554,NA,331.50848666883576,NA,NA,NA
Long Lake,1907-10-01,16.90999984741211,1.1331358013898196,NA,334.74556509436877,NA,NA,NA
Plainfield Lake,1907-10-01,16.90999984741211,1.1331358013898196,NA,334.83127418864507,NA,NA,NA
Devils Lake,1907-10-01,17.860000610351563,0.7455396321682429,NA,293.8198637681606,NA,NA,NA
Anvil Lake,1907-11-01,26.90999984741211,0.6437996406200501,NA,544.4854418160929,NA,NA,NA
Lake Huron,1907-11-01,29.059999465942383,0.8583966851039132,NA,331.27067209685464,NA,NA,NA
Long Lake,1907-11-01,28.350000381469727,0.9048215308004224,NA,334.6087665270119,NA,NA,NA
Plainfield Lake,1907-11-01,28.350000381469727,0.9048215308004224,NA,334.74206684925946,NA,NA,NA
Devils Lake,1907-11-01,32.04999923706055,0.5662353159804675,NA,293.7049370158982,NA,NA,NA
Anvil Lake,1907-12-01,26.399999618530273,0.38652044789443013,NA,544.4009154984202,NA,NA,NA
Lake Huron,1907-12-01,37.02000045776367,0.6792187291391442,NA,331.0799552899927,NA,NA,NA
Long Lake,1907-12-01,37.20000076293945,0.7254986109709785,NA,334.50132200125535,NA,NA,NA
Plainfield Lake,1907-12-01,37.20000076293945,0.7254986109709785,NA,334.6720014936094,NA,NA,NA
Devils Lake,1907-12-01,33.650001525878906,0.39590468996812256,NA,293.59576203297195,NA,NA,NA
Anvil Lake,1908-01-01,18.34000015258789,0.08082405242215931,NA,544.3004822283943,NA,NA,NA
Lake Huron,1908-01-01,23.110000610351563,0.4246236076628172,NA,330.8089645403264,NA,NA,NA
Long Lake,1908-01-01,23.149999618530273,0.4699381334654411,NA,334.34819838307084,NA,NA,NA
Plainfield Lake,1908-01-01,23.149999618530273,0.4699381334654411,NA,334.572148470005,NA,NA,NA
Devils Lake,1908-01-01,18.059999465942383,0.1557391748058912,NA,293.4418257348959,NA,NA,NA
Anvil Lake,1908-02-01,46.5,-0.059748789310709274,NA,544.2542985298581,NA,NA,NA
Lake Huron,1908-02-01,32.36000061035156,0.2188383662334738,NA,330.5899269699211,NA,NA,NA
Long Lake,1908-02-01,32.63999938964844,0.264500269254342,NA,334.22510662261107,NA,NA,NA
Plainfield Lake,1908-02-01,32.63999938964844,0.264500269254342,NA,334.491879438954,NA,NA,NA
Devils Lake,1908-02-01,36.709999084472656,-0.002609059787748465,NA,293.3403309760677,NA,NA,NA
Anvil Lake,1908-03-01,61.84000015258789,-0.10902917303797045,NA,544.2381079886572,NA,NA,NA
Lake Huron,1908-03-01,53.18000030517578,0.12464516708481316,NA,330.4896678388633,NA,NA,NA
Long Lake,1908-03-01,53.099998474121094,0.1687978397392912,NA,334.1677648050522,NA,NA,NA
Plainfield Lake,1908-03-01,53.099998474121094,0.1687978397392912,NA,334.45448642323174,NA,NA,NA
Devils Lake,1908-03-01,59.22999954223633,-0.06078163046478313,NA,293.3030447313146,NA,NA,NA
Anvil Lake,1908-04-01,73.48999786376953,-0.08948847890717919,NA,544.2445278740049,NA,NA,NA
Lake Huron,1908-04-01,97.91999816894531,0.2666789710127996,NA,330.6408484537204,NA,NA,NA
Long Lake,1908-04-01,98.55999755859375,0.3132298520753697,NA,334.25430382128206,NA,NA,NA
Plainfield Lake,1908-04-01,98.55999755859375,0.3132298520753697,NA,334.51091914427604,NA,NA,NA
Devils Lake,1908-04-01,102.6500015258789,0.07335046292944748,NA,293.3890179314902,NA,NA,NA
Anvil Lake,1908-05-01,92.2300033569336,0.04721441072689227,NA,544.289440141311,NA,NA,NA
Lake Huron,1908-05-01,132.44000244140625,0.5921083337172932,NA,330.98723508694167,NA,NA,NA
Long Lake,1908-05-01,132.83999633789062,0.6398337965733486,NA,334.44999439982143,NA,NA,NA
Plainfield Lake,1908-05-01,132.83999633789062,0.6398337965733486,NA,334.63853039190536,NA,NA,NA
Devils Lake,1908-05-01,155.5,0.43983351795422904,NA,293.62391861970934,NA,NA,NA
Anvil Lake,1908-06-01,90.7699966430664,0.17004605981268603,NA,544.3297951613998,NA,NA,NA
Lake Huron,1908-06-01,86.41999816894531,0.6686596948140868,NA,331.06871626620114,NA,NA,NA
Long Lake,1908-06-01,87.279998779296875,0.7197783445470514,NA,334.4978946016028,NA,NA,NA
Plainfield Lake,1908-06-01,87.279998779296875,0.7197783445470514,NA,334.66976646140165,NA,NA,NA
Devils Lake,1908-06-01,102.29000091552734,0.5663284810862681,NA,293.70499673093053,NA,NA,NA
Anvil Lake,1908-07-01,101.87000274658203,0.36469475528130524,NA,544.3937449013436,NA,NA,NA
Lake Huron,1908-07-01,91.88999938964844,0.7771213605676396,NA,331.1841627364327,NA,NA,NA
Long Lake,1908-07-01,93.36000061035156,0.8347628609400086,NA,334.56678962542316,NA,NA,NA
Plainfield Lake,1908-07-01,93.36000061035156,0.8347628609400086,NA,334.71469340684166,NA,NA,NA
Devils Lake,1908-07-01,74.87999725341797,0.5756614227678843,NA,293.710978765827,NA,NA,NA
Anvil Lake,1908-08-01,33.099998474121094,0.1602287535921571,NA,544.3265697907996,NA,NA,NA
Lake Huron,1908-08-01,51.040000915527344,0.679694924810295,NA,331.0804621521084,NA,NA,NA
Long Lake,1908-08-01,50.93000030517578,0.7354607997070196,NA,334.50729102431865,NA,NA,NA
Plainfield Lake,1908-08-01,50.93000030517578,0.7354607997070196,NA,334.6758939369039,NA,NA,NA
Devils Lake,1908-08-01,67.26000213623047,0.56054094129702,NA,293.7012871540185,NA,NA,NA
Anvil Lake,1908-09-01,90.160003662109375,0.30222146846931697,NA,544.3732199734193,NA,NA,NA
Lake Huron,1908-09-01,53.52000045776367,0.5987459556533304,NA,330.9943001639707,NA,NA,NA
Long Lake,1908-09-01,52.9900016784668,0.6502804915346109,NA,334.4562537234311,NA,NA,NA
Plainfield Lake,1908-09-01,52.9900016784668,0.6502804915346109,NA,334.6426121422947,NA,NA,NA
Devils Lake,1908-09-01,49.439998626708984,0.4696634824107916,NA,293.64303841006347,NA,NA,NA
Anvil Lake,1908-10-01,27.1200008392334,0.07473239058116361,NA,544.2984808782716,NA,NA,NA
Lake Huron,1908-10-01,30.440000534057617,0.39638904989191465,NA,330.7789117100425,NA,NA,NA
Long Lake,1908-10-01,30.229999542236328,0.4452933619591537,NA,334.33343202866735,NA,NA,NA
Plainfield Lake,1908-10-01,30.229999542236328,0.4452933619591537,NA,334.5625192230457,NA,NA,NA
Devils Lake,1908-10-01,29.670000076293945,0.2923647375280845,NA,293.5293971471938,NA,NA,NA
Anvil Lake,1908-11-01,38.150001525878906,-0.0879301499748685,NA,544.2450398462518,NA,NA,NA
Lake Huron,1908-11-01,36.7599983215332,0.22659156189515844,NA,330.59817946231954,NA,NA,NA
Long Lake,1908-11-01,36.22999954223633,0.2711866820020347,NA,334.2291129060654,NA,NA,NA
Plainfield Lake,1908-11-01,36.22999954223633,0.2711866820020347,NA,334.4944919654935,NA,NA,NA
Devils Lake,1908-11-01,50.31999969482422,0.20490554659027985,NA,293.4733393735513,NA,NA,NA
Anvil Lake,1908-12-01,29.969999313354492,-0.3001301654581148,NA,544.1753238084765,NA,NA,NA
Lake Huron,1908-12-01,36.619998931884766,0.05465247632042797,NA,330.4151677006383,NA,NA,NA
Long Lake,1908-12-01,37.02000045776367,0.09987223694269333,NA,334.1264668008037,NA,NA,NA
Plainfield Lake,1908-12-01,37.02000045776367,0.09987223694269333,NA,334.4275556947006,NA,NA,NA
Devils Lake,1908-12-01,30.93000030517578,0.030594086880401012,NA,293.3616128386162,NA,NA,NA
Anvil Lake,1909-01-01,16.860000610351563,-0.5905048582144212,NA,544.0799243194467,NA,NA,NA
Lake Huron,1909-01-01,29.56999969482422,-0.156587422065165,NA,330.1903241997455,NA,NA,NA
Long Lake,1909-01-01,30.399999618530273,-0.10852643470296378,NA,334.0016010197616,NA,NA,NA
Plainfield Lake,1909-01-01,30.399999618530273,-0.10852643470296378,NA,334.34612981194255,NA,NA,NA
Devils Lake,1909-01-01,35.709999084472656,-0.12447929845277177,NA,293.26221712457215,NA,NA,NA
Anvil Lake,1909-02-01,39.93000030517578,-0.7448945184779397,NA,544.0292012534632,NA,NA,NA
Lake Huron,1909-02-01,33.72999954223633,-0.3460707834764893,NA,329.98863833137375,NA,NA,NA
Long Lake,1909-02-01,33.650001525878906,-0.2999658699399852,NA,333.88689666769267,NA,NA,NA
Plainfield Lake,1909-02-01,33.650001525878906,-0.2999658699399852,NA,334.27133027082374,NA,NA,NA
Devils Lake,1909-02-01,28.329999923706055,-0.312623489114454,NA,293.14162437337967,NA,NA,NA
Anvil Lake,1909-03-01,41.29999923706055,-0.8902321606681992,NA,543.9814521308722,NA,NA,NA
Lake Huron,1909-03-01,33.5099983215332,-0.5351896800359096,NA,329.7873403989643,NA,NA,NA
Long Lake,1909-03-01,33.52000045776367,-0.4906138683636112,NA,333.77266651910634,NA,NA,NA
Plainfield Lake,1909-03-01,33.52000045776367,-0.4906138683636112,NA,334.19683996124013,NA,NA,NA
Devils Lake,1909-03-01,31.90999984741211,-0.4821727423147725,NA,293.0329502185511,NA,NA,NA
Anvil Lake,1909-04-01,88.05000305175781,-0.7630390892907166,NA,544.0232400494485,NA,NA,NA
Lake Huron,1909-04-01,116.02999877929687,-0.29119704166331,NA,330.0470458780099,NA,NA,NA
Long Lake,1909-04-01,116.0999984741211,-0.24765791899445805,NA,333.91823790944795,NA,NA,NA
Plainfield Lake,1909-04-01,116.0999984741211,-0.24765791899445805,NA,334.2917681222139,NA,NA,NA
Devils Lake,1909-04-01,161.77000427246094,-0.0840773875989091,NA,293.2881131013024,NA,NA,NA
Anvil Lake,1909-05-01,54.290000915527344,-0.8297482000706499,NA,544.001323487018,NA,NA,NA
Lake Huron,1909-05-01,66.2699966430664,-0.30408391127527445,NA,330.0333291090602,NA,NA,NA
Long Lake,1909-05-01,65.55999755859375,-0.26576350648004793,NA,333.90738962378106,NA,NA,NA
Plainfield Lake,1909-05-01,65.55999755859375,-0.26576350648004793,NA,334.2846938763359,NA,NA,NA
Devils Lake,1909-05-01,79.2300033569336,-0.04832606490208325,NA,293.31102824073673,NA,NA,NA
Anvil Lake,1909-06-01,82.55000305175781,-0.7294343512988405,NA,544.0342805254727,NA,NA,NA
Lake Huron,1909-06-01,81.69000244140625,-0.23458872477800985,NA,330.10729970432493,NA,NA,NA
Long Lake,1909-06-01,81.41999816894531,-0.19898778105547968,NA,333.94739949065763,NA,NA,NA
